,Unnamed: 0,tmdbId,title,genres,overview
644152,644152,238710,Mary's Land,Comedy|Documentary|Drama|Mystery,A figure skater seeks wisdom from a local sage to cure her diabetes.
644440,644440,334281,An Inspector Calls,Action|Comedy,"An unexpected inspector drops by a lavish party of a notable family in order to investigate the suicide of a pregnant girl. This breaks the joy and peace of the party which is meant to celebrate a couple's engagement. Everyone claims that they do not know the girl. However, the inspector does find something suspicious there with the help of a diary and a photo. An astonishing truth is gradually revealed: six of the noble family members are closely related to the girl's death."
644771,644771,294222,Mantervention,Comedy|Romance,"Spencer turns to his best friend who's planned an unorthodox ""mantervention"" filled with debauchery to convert him from hopeless romantic to forever player, and in the process they discover that being in love is not so bad after all."
645372,645372,471612,Room for Rent,Comedy|Mystery,"When a reclusive man-child convinces his parents to rent their spare room to save from downsizing, a stranger with a hidden agenda moves in."
645803,645803,491725,The Bachelor 2,Comedy,"A long forgotten friend is getting ready to be married,  so an opportunity for a bachelor party will not be missed by our beloved heroes.  There is one significant difference tough, that will test their limits:  The wedding will take place in Crete and the Cretan relatives of the bride are not joking at all.  New friends and also enemies will join the team.  They will confront Cretan vendettas but also the consequences of the most epic bachelor party ever!"
646392,646392,322465,Floating!,Comedy|Drama|Romance,"A bride-to-be ends up on a rafting trip and meets a surprising guest: the sperm donor she's planning to use. Back in Berlin, her fiancée is visited by an ex."
647128,647128,372337,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",Comedy,You thought the boys would actually sober up? Not until after they change the world.
647281,647281,228290,A Small Southern Enterprise,Comedy,"Mamma Stella is on edge. As if she hadn't got enough trouble already with her daughter Rosa Maria, who has left her husband now Costantino, her son, has disrobed. Afraid to be the talk of the village, relegates him to a distant lighthouse belonging to the family. But Costantino does not remain far from the madding crowd for long. It does not take long indeed before all the local (or even distant) outcasts flock together there: Magnolia, a retired escort girl; Arturo, Rosa Maria's estranged husband; Valbona, a lesbian; Rosa Maria herself; and, to crown it all, two eccentric workers accompanied by a little girl... After a period of chaos, this small world gradually discovers that unity makes strength."
648033,648033,356366,Guns for Hire,Comedy|Drama|Thriller,"Beatle is a quirky loner who refuses to live by society's rules. Her business cards read ""Towing/Assassination,"" and she even has a hit man infomercial to go along with it. Her only human contact is with her psychiatrist and the stripper/hooker she employs once a week. Everything changes the night she meets Athena Klendon, a suicidal blonde with a secret. With a demented killer on their tail, courtesy of Athena's crooked former employer, the two quickly strike a bargain. Athena will change her life insurance policy to reflect Beatle as the beneficiary in exchange for her own execution. And while they wait for the paperwork to come through, Beatle will provide room and board and get some extra help on her infomercial. The two have no idea that Detective Holt has been on their case reviewing their every move. Just when he thinks he's got Beatle pinned beyond a shadow of a doubt, this comedic mystery takes a wild and unexpected turn."
648813,648813,512418,Mr. Know-It-All,Comedy,A football coach afraid of commitment has to take care of his nephew with Asperger's Syndrome.
648833,648833,365372,Breakable You,Comedy|Drama,A divorced playwright and his therapist ex deal with new relationships and their daughter.
649434,649434,508748,Time for Sushi,Animation|Comedy,"A sequel to the 2011 ""Going to the store"" and 2013 ""Late for meeting"" animated short films, which feature a silly, disjointed journey in the traditions of dadaism and surreal humor in film."
650030,650030,394045,Casual Encounters,Comedy,"When Justin's girlfriend of 5 years leaves him heartbroken and embarrassed after a public breakup, his trying to be helpful but somewhat misguided friends talk him into the strange world of on-line dating."
650630,650630,336775,All-Stars,Comedy,"""All-Stars"" is a hilarious commentary on the state of all youth sports today, fueled by the outrageous behavior of the desperate sports parent living vicariously through his or her child. In the vein of ""Best in Show"", where it's more about the dog owners than the dogs - ""All-Stars"" is about the adults involved in youth sports (parents, coaches, umpires, volunteers, board members, etc.) more than the kids. The end result is a funny, yet compelling spin on fast pitch softball as well as a unique state of affairs on the outlandish antics of a few crazed parents."
650797,650797,486225,The Awakening of Motti Wolkenbruch,Comedy,"The young Orthodox Jew, Motti Wolkenbruch, finds himself at a turning point. His beloved mother wants him to get married and presents one marriage candidate after the other. Unfortunately none of the woman pleases him, because they all look just like her. The situation gets even more complicated, when Motti secretly falls in love with the non-Jewish girl Laura, a so-called Shiksa."
651092,651092,528774,Unsound,Comedy|Drama,"An ambitious, young filmmaker must battle his mother's mental illness and his worst fears to save her from herself and reclaim his life."
651629,651629,296299,Moscow - Lopushki,Comedy|Romance,A story about two very different sisters who are forced to trade places.
652961,652961,279588,Cool As Hell,Comedy|Horror,"From the makers of Hack Job and I Spill Your Guts! Rich and Benny have always had trouble with the ladies, until they befriend a demon named Az. It's a non-stop party until a killer, soul eating beast leaps through an open portal from the underworld and starts terrorizing their city. Now it's up to Az and the boys to send the creature back to the depths of Hades where it came from, all the while looking good and doing it Cool As Hell in this horror comedy. Featuring a killer punk, hardcore and metal soundtrack and appearances from genre favorites Tom Savini and Frank Mullen as well as Andrew WK, the Meatmen and more!"
654203,654203,483264,Harrinator,Comedy,"Harri Pinter, 46, has his best days behind him, not only on the outside: in the 80s, the notorious ""drecksau"" won the Klagenfurt ice-skating team KAC its master title. As trainer of the youth team, he likes to reminisce about his past successes in dim bars drinking beer. When his longtime girlfriend Ines risks making the break with an university professor, his worldview and self-perception starts to falter..."
654914,654914,173224,Along the Roadside,Comedy|Romance,"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California."
655513,655513,191741,Biriyani,Comedy|Romance|Thriller,The desire for biryani after drinks lands two friends in an endless frenzy as they get framed for a kidnapping and go on the run.
656846,656846,181565,Outing: Engaged by Mistake,Comedy,"In their village of Puglia (Southern part of Italy on the Adriatic side) Federico and Riccardo have been best friends since childhood. Federico is a penniless playboy, while Riccardo is a young fashion designer. To pursue his dream, Riccardo trades his home for Milan. When Frederick discovers that the Puglia Region provides funding in support of business activities, he convinces Riccardo to come back and open a fashion house. But there is a problem: funding is only available to common law couples, and so Federico and Riccardo must pretend to be a gay couple, and enlist the help of the local newspaper editor, a journalist and Richard’s despotic girlfriend .."
657499,657499,139300,Ticket to Vegas,Adventure|Comedy,"Four Russian friends come from Moscow to Las Vegas to get 5 million dollars they've won in lottery. But everything goes wrong, when they discover that someone stole their winning ticket."
658304,658304,443635,DJ: Duvvada Jagannadham,Action|Comedy,"A righteous young man who helps everyone gain their rightful justice, gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest."
659537,659537,278475,Şevkat Yerimdar,Comedy|Romance,
659622,659622,293553,Bloody Knuckles,Comedy|Horror,"This deliriously offensive, gory horror-comedy features an underground comic book artist whose obscene caricature upsets a crime lord, who responds by cutting off the young man’s hand. The young man wallows in post-severed hand depression. Will criminality reign supreme? Will he live alone as a bitter one-handed man? Not if the slightly rotted hand, now alive and determined to exact revenge, teems up with his former body and a masked S&M gay superhero to rid the city of evil."
660348,660348,436816,Neko Atsume House,Comedy|Drama,"In Neko Atsume no Ie, Atsushi Ito stars as Masaru Sakamoto, a novelist who moves to the countryside to try to combat a bad case of writer's block. While struggling to begin his next novel, Masaru spots a stray cat, which he decides to befriend. Masaru leaves food out for the pretty kitty, and before long his new home is covered in cats."
660747,660747,396965,Well Wishes,Adventure|Comedy|Drama,After losing his job on a coin-toss a man concocts a fantastical plan to build an enterprise of harvesting coins from wishing fountains.
662439,662439,301058,Man Camp,Comedy,"Attempting to compete for the love of a beautiful woman, a self-declared sissy joins a man camp that ""transforms boys into men,"" only to discover it's run by his dream girl's macho boyfriend."
662448,662448,522828,My Step Dad: The Hippie,Comedy,"When three adult siblings meet the offbeat man who their widowed mom fawns over, they take drastic actions to stop them from ever getting married."
663019,663019,393079,Death by Death,Comedy|Drama,A man's hypochondriacal relationship with his mother.
664741,664741,377446,Tony Hinchcliffe: One Shot,Comedy,"This groundbreaking comedy special is presented in one continuous shot of witty stand-up from the Ice House in Pasadena, California."
666857,666857,422878,Wanda Sykes: What Happened… Ms. Sykes?,Comedy,"Filmed at the Ace Theatre in downtown Los Angeles, Emmy award winning comedian Wanda Sykes ponders her life, the world, and what went wrong."
668720,668720,141581,Nous York,Comedy,"Thirty-somethings Michaël, Nabil and Sylvain head to New York to surprise their friend Samia on her birthday, secretly arranged with the help of another friend, Gabrielle. The two women had moved to NYC two years previously to try their luck. Samia shares a fabulous loft with a renowned American actress and works as her assistant. Gabrielle has a more mundane job in a small retirement home. Transposed to New York, the close bonds formed over the years between the five friends from a housing project on the outskirts of Paris take on a different aspect. The laughter and emotion is dictated by the adventures they share during their stay, from the daily lives of the women to the discovery of this cult city."
668827,668827,373180,Safety First - The Movie,Comedy,"Based on an insanely popular sitcom in Belgium about four incompetent security guards, Safety First: The Movie builds on this premise and ratchets up the crazy. In the film, the four security guards are going to work at the world-famous dance festival Tomorrowland. While there, Luc discovers that Dirk has feelings for... a man. But no one believes him (Ingrid promised Dirk she would keep his secret many years ago and Smos is busy trying to launch his own dance hit). Luc, however, is determined to prove that Dirk is gay. Let the madness begin!"
669149,669149,472054,Lazer Team 2,Action|Adventure|Comedy|Sci-Fi,"After Woody goes missing while working on secret alien research, the former members of Lazer Team must come together to rescue their lost friend."
669593,669593,390353,Traceroute,Comedy|Documentary,"Artist and life-long nerd Johannes Grenzfurthner is taking us on a personal road trip from the West Coast to the East Coast of the USA, to introduce us to places and people that shaped and inspired his art and politics. Traceroute wants to chase and question the ghosts of nerddom's past, present and future. An exhilarating tour de farce into the guts of trauma, obsession and cognitive capitalism.  Features interviews with Matt Winston, Sandy Stone, Bruce Sterling, Jason Scott, Christina Agapakis, Trevor Paglen, Ryan Finnigan, Kit Stubbs, V. Vale, Sean Bonner, Allison Cameron, Josh Ellingson, Maggie Mayhem, Paolo Pedercini, Steve Tolin, Dan Wilcox, Jon Lebkowsky, Jan ""Varka"" Mulders, Adam Flynn, Abie Hadjitarkhani, Kelly Poots..."
671416,671416,297745,...It's Snowing Outside!,Comedy,"After their mother dies, three brothers must live together in order to get their inheritance — and soon start to uncover dark family secrets."
671594,671594,501628,Wobble Palace,Comedy|Drama|Romance,A couple on the verge of a nervous break-up decide to split their home over the weekend and test the waters of independence.
672971,672971,318047,La La La at Rock Bottom,Comedy|Drama,"Shigeo is released from prison and immediately beaten up by some old associates, which results in him losing his memory. Kasumi, who just by chance happens to be the manager of a band, takes him in and discovers his talent for singing."
673799,673799,364776,Amar Akbar Anthony,Comedy|Drama,"Amar, Akbar and Anthony are close friends living in Kochi. They enjoy a carefree life. Their perceptions and beliefs get shattered with an unexpected event and the resulting story forms the plot of the movie."
675213,675213,417500,Damocles,Comedy,"Hélène and Paul, early 30s and long-term singles, have been living in a two-person flat for years. Currently, graphic designer Paul wants to escape the digital constraints of his time and has acquired an age-old phone on which only ""real"" friends can reach him. One evening Paul gets from a friend at a party, his future predicted: Soon he will meet the love of his life, but also commit a murder. A short time later, when he meets the stunning Camille and falls in love with her, he begins to doubt with all luck. Could the prophecy really be true?"
675693,675693,258749,They Are All Dead,Comedy|Drama|Fantasy,"Just by watching Lupe stuck at home in her robe and slippers, no one would will guess that in the 80's she was a rock star. Gone are the times of concerts, fame and success. Agoraphobia does not let her leave home. She depends entirely on Paquita, his mother, a superstitious Mexican, with a huge heart, which not only takes care of his daughter but also her teenage grandson. The problem is that Paquita is running out of time and she doesn't  want to leave without getting her daughter back."
677218,677218,469261,Honnouji Hotel,Comedy|Mystery,"In Kyoto, Mayuko (Haruka Ayase) stands at a crossroad in her life. She's thinking about marriage with her boyfriend Kyoichi (Hiroyuki Hirayama). By an accidental opportunity, Mayuko stays at Honnouji Hotel. There, she meets historical figure Nobunaga Oda (Shinichi Tsutsumi) who is attempting to unify Japan."
679323,679323,492152,Craving,Comedy|Drama,"Coco has no idea what to do with her life until she discovers her mother is terminally ill. She wholeheartedly embraces this new purpose in life and moves in with her mother to take care of her, ignoring their distant relationship, as well as her mother's desire to die alone."
680132,680132,402612,Think of Me,Comedy|Drama,It is Dr. Borlai's job to tell the patients that they just have a few days left. But one day his colleauge tells him this story. So the sample husband the best father and doctor comes up with a devilish plan. To ruin every relationship that he is in so the loved ones will let him go easily. And when he achieves this he is still alive but he should be in the cemetery long ago.
681790,681790,244459,West Hollywood Motel,Comedy,"Various lives intersect in and around a West Hollywood motel in this kaleidoscopic comedy about sex, love, and the meaning of life."
687729,687729,353408,Normal Doors,Comedy|Drama,An OCD gay twentysomething considers a romantic life with a struggling actress he meets at an S&M-themed party.
689739,689739,350083,The Nobodies,Comedy|Drama|Horror,"In 1993, Alabama based amateur filmmaker Warren Werner shot his first feature film, Pumpkin, on VHS. With a budget of only $600, a cast of friends, family, and unknown talent, the movie premiered at the local civic center and generated an immediate backlash from the community. Rumors that Warren and his girlfriend Samantha Dixon engaged in Satanic rituals began to spread throughout town. In the months following the premiere, Warren and Samantha committed suicide. The following year, another group of filmmakers began shooting a documentary about the deaths of Warren and Samantha. The documentary project was never completed, and Pumpkin was never released. The Nobodies is Warren Werner's Pumpkin, in it's entirety, cut together with the remaining documentary footage of the director's life and death."
690127,690127,474626,To Each His Own,Comedy|Drama,"Takashi Aoyama has way too much work to do and pushes himself mentally too hard. He blacks out and collapses at a railroad station. When he is about to be hit by a train, he is saved by Yamamoto. After his encounter with Yamamoto, Takashi recovers his bright personality and gets better results at work. One day, Takashi sees Yamamoto boarding a bus to the cemetery with a serious expression."
691779,691779,557451,John Lives Again,Comedy|Romance,"Single and underemployed, John pledges to get his act together before he turns 30. When he meets the elegant young professional Vanessa, he thinks he's found the woman to elevate him."
691897,691897,502259,A Wizard's Tale,Adventure|Animation|Children|Comedy|Fantasy,"Balloon kingdoms, dopey police dragons and happy wizards are exactly how Terry remembered his Grandmother's whacky fairy tales. Except they are real and it's definitely not as 'cheerful.'"
692137,692137,250622,National Lampoon Presents: Endless Bummer,Comedy,"From National Lampoon, the masters of raunchy comedy, comes a summer tale of beers, babes, and bros! In the surf town of Ventura, California, JD's surf board is stolen by a surfer from Los Angeles...a crime that cannot go unpunished. Gathering his friends and the local surf hero, Mike Mooney, they take a road trip to LA to get the surfboard back, then return to Ventura for the wildest summer party ever!"
692724,692724,323432,Les Gorilles,Comedy,"Alfonso, brutal agent of the Department of Protection of High Personalities, is forced to team up with young inexperienced recruit Walter, fascinated by the world of show biz. This improbable duo is in charge of the protection of Jal-Y, a young R'n'B star threatened by his ex, a criminal on the run."
693480,693480,549672,A Bread Factory: Part Two,Comedy|Drama,"The Bread Factory is the scene for rehearsals of the Greek play Hecuba. But the real theatrics are outside the theater, with the town invaded by bizarre tourists and mysterious tech start-up workers. There is a new normal in Checkford, if it is even really Checkford any longer."
694782,694782,411279,Pretham,Comedy|Horror,Three happy-go-lucky friends run a coastal resort till a series of mysterious events leave them worried. The plot thickens when a mentalist named John Don Bosco enters the fray to investigate the possibility of a paranormal entity.
694890,694890,519523,Evil Bong 777,Comedy|Fantasy|Horror,"Eebee is now out of ""Sexy Hell"" and heading to Las Vegas with danger on her tail."
695243,695243,372288,Gut zu Vögeln,Comedy|Romance,"After her fiancee cancels the wedding, Merlin's life changes drastically when she moves in with one of her brother's best friends."
695928,695928,274110,Ciudad delirio,Comedy|Romance,A Colombian dancer teaches a Spanish doctor how to dance salsa.
696246,696246,137651,Kings Point,Comedy|Documentary|Drama,"In the 1970s and 80s, hundreds of thousands of senior citizens migrated from New York City to Kings Point, a typical retirement community, located just outside West Palm Beach, Florida. Lured by blue skies, sunshine, palm trees, and the promise of a rich social life, they bought their way to paradise for just a $1,500 down payment. Now, as an aging community faces its own mortality, paradise has begun to exact a higher price. Through the experiences of six longtime residents, 'Kings Point' captures both the allure and the darker complexities of living in a world where 'nobody gets too close.' Poignant, funny and dark, 'Kings Point' is a deeply empathetic portrait of the last act of the American Dream."
697035,697035,379873,L'abbiamo fatta grossa,Comedy,"Yuri Pelagatti is a stage actor who is left jobless after a traumatic separation that resulted in his inability to remember his lines. Arturo Merlino is a shabby “investigator” who chases cats escaped from their homes. When Arturo and Yuri cross paths, Yuri is under the mistaken impression that Arturo is a consummate professional. He contracts Arturo to follow his ex-wife in order to find proof of her infidelity. But when he accidentally comes into the possession of a mysterious suitcase containing 1 million Euro, a series of hilarious troubles and daring adventures will result in an unpredictable finale…"
697406,697406,483368,Train Station,Comedy|Crime|Drama,"When a mysterious train accident forces a man to change his plans, he is confronted with a series of choices. Each decision he makes leads to a different scenario, each one filmed by a different director with a different cast."
701205,701205,536009,Hello I Love You,Comedy,"Andy Miller has asked a large number of women he didn't know to marry him. They said no. But Emma, a beautiful veterinary student agrees to go on some dates to see if they'll fall in love. Emma thinks this is all a joke set up by her roommate Mandy, but it's all a reality TV show created by Andy and Emma's the oblivious star."
701601,701601,363607,JerryMaja's Detective Agency – Stella Nostra,Children|Comedy,"The sleepy little town Valleby is getting ready for the cafe owners Dino Panini's and Sara Bernard's wedding, and our popular young detectives Lasse and Maja stand ready to ensure that nothing will go wrong. But when the wedding couple's respective relatives arrive, they prove to belong to rival mafia families."
703023,703023,140822,When a Wolf Falls in Love with a Sheep,Comedy|Romance,"This heart-warming romantic comedy takes place at Nanyang Street, the most famous ""cram school"" street in Taipei City. A young man works at a copy shop where his life is a boring routine of copying test papers for students. One day he finds a drawing of a sheep mixed in on the test papers, which leads him to an unexpected journey."
703397,703397,204261,ABCD: American-Born Confused Desi,Comedy,"The story revolves around two spoiled youngsters, Jones and his cousin Korah and the turn of events during their vacation."
703477,703477,346723,Home Care,Comedy|Drama,"Dedicated home care nurse Vlasta attends her whimsical patients in Czech wine country and lives for her husband Lada and her daughter, but one day things change and Vlasta is forced to reach outside of her comfort zone. Drama and gentle humor intertwine as Vlasta realizes, for the first time in her life, that she might need some care, too."
703987,703987,405543,The Man Who Knew a Lot,Comedy|Drama,"Mr. Beranger works at Paradesign, a furniture department store where the employees live day and night in the decorations. Himself lives in a show cottage in pasteboard and excels in the promotion of his dachshund footrest. His life seems settled well, until the day when he is promoted to the mysterious thirteenth floor of the store."
706041,706041,137166,"You, Me and Us",Comedy,"Aya and Louis separated a long time ago. Their little girl, Lina, is now 7 years old. Today, Aya lives with Victor, with whom she’d like to have a baby. Louis is with Gaëlle, who’s his girlfriend but nothing more. Through nine secret meetings organised by Aya, the film tells the story of how a woman and a man, torn between romantic charades and the quest for a «permanent» harmony, take a fresh start at being lovers."
706792,706792,254003,Golden Chickensss,Comedy|Drama,"Working as a prostitute since she was 16, Kam has witnessed the highs and lows of Hong Kong over the decades.  Kamis now a “madam” who manages a stable of high-end prostitutes, entertaining and hosting parties for rich men. She has seen it all. On the surface she embraces the prosperity of the ‘New HK’ but like countless middle-class HK citizens, she laments the lossof the old Hong Kong that once belonged to the people.  Over the hill mob boss, Gordon, was put behind bars before the Hong Kong Handover in 1997. Gordon’s appearance and mindset are still stuck in the colonial past. Recently released from prison, he is unable to cope with the New Hong Kong. His sole source of solace is his old flame, Kam."
707221,707221,410649,Argentino QL,Comedy,"An Argentine artist moves to Chile in search of a more stable life and a possible future for his profession. Thanks to his talent and arrogance will go far, but not for long..."
707829,707829,156033,O Diário de Tati,Comedy,"Tati is a typical teenager, unable to learn mathematics, but very intelligent when creating plans to escape the punishment of the mother. During the summer, she needs to hide that she has to do math classes to improve her grades, conquer Zeca, the most popular boy in school and also care for the heartache of her mother, who wants to try to find a new love."
710256,710256,354083,Sharon 1.2.3.,Comedy|Romance,Jonah is a true nerd turned successful businessman who is living the dream with two gorgeous women named Sharon. But the dream gets too real when he meets the third Sharon and falls in love.
711335,711335,268825,Dana Gould: I Know It's Wrong,Comedy,"Comedy stand-up special featuring the gifted comic, Dana Gould"
712008,712008,264206,Sulemani Keeda,Comedy|Romance,"In this slacker bro-mantic comedy, writing partners Dulal and Mainak dream of shaking up the Bollywood film industry with their script “Sulemani Keeda” (Hindi street slang for “Pain in the Ass”). When they’re not being rejected by producers who refuse to read their script, they lurk around bookstores and poetry slams shamelessly hitting on girls. They find some hope when the drug addled, cat-obsessed Gonzo Kapoor, the son of a famous B movie producer, hires them to write an art house film billed as “Tarkovsky with orgies” for his directorial debut. All seems well until Dulal meets Ruma, a beautiful photographer who makes him question his choice to sell out."
712469,712469,297292,Fashion King,Comedy|Romance,"A teenaged boy transforms from a ‘fashion terrorist’ to a ‘fashion king’ in order to win the heart of the prettiest girl in school. The story is about high school boy Ki-myung, who has a crush on the prettiest girl in his class and opens his eyes to fashion in order to become the best dressed person in the world."
712932,712932,359298,Atomic Falafel,Comedy,Two girls from nuclear towns in Israel and Iran spill their countries most valuable secrets on Facebook while trying to prevent a nuclear crisis.
715399,715399,285264,Steve Byrne: Champion,Comedy,"Steve Byrne, the star of Sullivan &amp; Son, brings his high-energy flair to a live audience in his most personal comedy special to date."
715503,715503,375167,Assolo,Comedy,
717305,717305,163417,Gary Gulman: In This Economy?,Comedy,Comedian Gary Gulman performs at the Wilbur Theatre in Boston. Topics include the financial crisis; renting movies; and a conversation between Bill Gates and Donald Trump.
717815,717815,539470,Brij Mohan Amar Rahe!,Comedy|Drama,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan -- until he was sentenced to death for his own murder.
718009,718009,307124,Love on a Leash,Comedy|Drama|Fantasy|Romance,A dog who strives to become a man seeks a woman who will love him enough for the transformation to take place.
718998,718998,378570,The Pills - Sempre meglio che lavorare,Comedy,Three life-long friends struggle with an early middle-age crisis as they start to try to get a job for the first time. An ironic quest to avoid becoming an adult and accept responsibilities.
719202,719202,349790,I Ship It,Comedy|Romance,"After a bad breakup, Zoe Smallman decides to take down her ex-boyfriend in a wizard rock battle of the bands."
719673,719673,261871,Polar Flight,Comedy|Romance,Sometimes New Year eve can bring a lot of surprises...
720179,720179,309898,Breakfast on the Grass,Adventure|Children|Comedy,A funny musical comedy about an adventures of children and adults in a summer camp.
720323,720323,71950,Lavell Crawford: Can a Brother Get Some Love?,Comedy,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven."
721574,721574,552441,Crazy Wedding,Comedy,"Vasyl Serediuk - head of the local Museum - having sent his daughter Kateryna to a french university, never expected the outcome: a month ago she informed him that she is getting married to a French heart surgeon François. Since then Vasyl’s proud statement spread throughout the whole region: “The Serediuks  have made their European choice!"".  How huge was his surprise when he saw that the cherished European future son-in-law is a Frenchman of African origin. Organizing a wedding so that it never happens seems like a brilliant idea. But when true love stands in the way, the success of such plan is not a given."
722692,722692,428638,Igelak (Frogs),Comedy,"Pello, a bank branch manager, is arrested on charges of embezzlement. Abandoned by his superior (who got him involved in the heist), Pello escapes from the court room and goes on the run.  With no papers, no money and no family or friends he can trust, he changes identity so that he can stay undercover for a time.  By chance he ends up hiding in a building that has been occupied by a group of people evicted from their homes who are fighting his bank. Pello gains their trust, all the time planning to steal money from them to pay for false documentation so that he can escape abroad and start a new life."
724548,724548,248424,"Papita, maní, tostón",Comedy|Romance,"Andres (Jean Pierre Agostini) it's a fan of Los Leones del Caracas one of the principal baseball teams of Venezuela. Julissa (Juliette Pardau) it's a fan of Los Navegantes del Magallanes, the rival team. One day Andres gets tickets to see the game in Magallanes VIP Zone. He meets Julissa and her dad who is not only fan but one of the team's managers. Andres and Julissa will fall in love and will have to pretend to be fan of the other's team. But soon trouble will arise."
725924,725924,217412,Quality Time,Comedy|Drama|Romance,"You can’t choose your family – which is why Conrad limits his visits with his parents to an absolute minimum. When venomous, irritable Carl injures himself seriously in a fall, his reluctant son Conrad and the butt-of-all-jokes Jonas has no choice but to move back into his old childhood room. Three generations under one roof: a chance for reconciliation – or a total disaster?"
729087,729087,388624,Steve-O: Guilty as Charged,Comedy,"Comedy special starring comedian, author and all-round lunatic Steve-O, who went from humble beginnings as a circus clown to hitting the big time in 'Jackass'. Expect the unexpected as he performs hilariously outrageous stunts and riotous tricks that hold nothing back."
730755,730755,235155,Komisarz Blond i Oko sprawiedliwości,Action|Comedy|Crime,The film tells about the life of Warsaw Commissioner John Blonda.
730949,730949,314283,A Perfect Christmas List,Children|Comedy|Drama,"As a last wish, a recently hospitalized grandmother, Evie, tasks her daughter and granddaughter, Sara, with a list of festive accomplishments to do together before Christmas, hoping that the adventure of the experience will repair their relationship. Along the way, Sara discovers an unlisted Christmas adventure of her own."
731493,731493,261823,Loitering with Intent,Comedy|Drama,"Fledgling screenwriters retreat to a quiet country manor to work on their script, but a constellation of needy characters produces constant interruptions."
732739,732739,138851,Three Days in Moscow,Comedy|Romance,A romantic comedy about young provincial policeman Ivan Fedotov's advenures in Moscow.
733844,733844,396109,Gary Gulman: It's About Time,Comedy,"Netflix presents standup and two-time Last Comic Standing finalist Gary Gulman. Titled It’s About Time, the tour marks Gulman’s 20th year in comedy and stops at the Bowery Ballroom in New York."
734497,734497,367999,The Last Will Be the Last,Comedy|Drama,"Luciana is a factory worker married to the love of her life.  She is living the simple and quiet life she’s always desired: she works and she is deeply in love with her husband Stefano, even if he doesn’t always have a job and they both need to struggle to keep on going. They are happy and always on each other’s side, but shortly after she finds out she’s pregnant, she gets fired and her world starts falling apart.  After having tried to have a baby for years, the joy of impending motherhood lasts only a few months. Begging for help but with no one ready to listen to her, completely desperate and shattered, Luciana decides to kidnap the managing director of her former company, asking for the justice she deserves."
735848,735848,324436,Dyke Hard,Comedy,"Dyke Hard is a failed rock group travelling to a battle of the bands competition in the big city. The journey is further filled with bizarre, fierce and passionate encounters with cyborgs, ghosts, a thai boxer, roller derby gals, ninjas, motorcycle gangs and a mysterious billionaire all of whom will do everything to stop the band from making it in time to the battle."
735863,735863,408229,Hello Gangster,Action|Comedy|Crime,"When Simon's' dog is taken from him, he stops at nothing to get her back."
736763,736763,166624,Treading Water,Comedy|Drama,Mica is born smelling of fish that soap and doctors can't remove. Problems increase starting school as no one'll be his friend. He sees a therapist. His life seems doomed until he meets Laura.
738806,738806,320302,Ever Been to the Moon?,Comedy|Romance,"Giulia is 30, single and working a high-end fashion job that allows her to travel and lead a dream life in Milan and Paris. However, a chance meeting with charming, down-to-earth farmer Renzo will makes her realize she's missing the most important thing in life—true love."
739092,739092,328212,The Last Man on Earth,Comedy|Romance|Sci-Fi,"The Last Man On Earth is about two teenagers exploring the nature and rejection of first love, when a cataclysmic event leaves them inexplicably stranded and alone. If they can each find a way to understand one another, then they might just have a chance at survival."
740283,740283,446038,Mission Pays Basque,Comedy,"Sibylle, a young Parisian with long teeth, intends to shine in her new job by buying a hardware store in the Basque Country to set up a supermarket. She imagines that she has ""rolled"" the old owner but the latter is under curatorship. Sibylle must therefore deal with Ramon, the nephew, to recover his money and sign as soon as possible. Otherwise, the ejection seat is assured. She will soon realize that the Basques do not intend to let themselves be made by a Parisian, however pretty she is."
740764,740764,391642,The Kodai Family,Comedy|Romance,"Kie Hirano is an ordinary OL who often daydreams. Mitsumasa Kodai at the same company as Kie Hirano, but he is an elite salaryman. He is the eldest son in the Kodai family and he is also telepathic. Mitsumasa Kodai got his special ability to read other people's mind from his British grandmother.  Mitsumasa becomes attracted to Kie's warm heart and her dreamy temperament. They begin to date and enjoy their days together, but Mitsumasa Kodai's mother calls."
741925,741925,289984,Winterkartoffelknödel,Comedy|Crime,A policeman suspects that several bizarre deaths in the same family were murders and that the killer is a mysterious woman who just moved to the village.
744309,744309,269572,Almost Thirty,Comedy,"Hilarious romantic comedy which main essence is based on the maturation process that young people face when entering their thirties. When their options come to settling down and starting a family or pursuing and achieving what they've always dreamed of, even though this could become a risk for their economic and emotional stability."
